L8139532,TW,TW-TAO,,25.0283627,121.0456231,#11觀音重要濕地,2024-03-26 08:32,24
L8162497,TW,TW-TAO,,24.9788011,121.1575904,#124石門大圳過嶺34謝屋魚池,2025-01-31 08:07,58
L8162499,TW,TW-TAO,,24.9789488,121.1587246,#125石門大圳過嶺34,2024-12-21 14:57,55
L8139534,TW,TW-TAO,,25.028272,121.0443943,#12觀音重要濕地,2024-06-29 14:24,20
L8139535,TW,TW-TAO,,25.0274671,121.0433867,#13-16觀音重要濕地
L8139551,TW,TW-TAO,,24.9531889,121.0622488,#161光復圳2-7,2024-12-16 15:41,32
L8139554,TW,TW-TAO,,24.9564488,121.0650853,#162光復圳2-6,2024-12-16 15:52,22
L8182729,TW,TW-TAO,,24.944103,121.0934017,#169光復圳2-1,2024-12-16 12:46,27
L8139536,TW,TW-TAO,,25.0260288,121.0418846,#17觀音重要濕地,2024-06-20 14:23,4
L8182773,TW,TW-TAO,,24.9479018,121.1354811,#182石門大圳過嶺62A,2024-12-22 09:42,14
L8182776,TW,TW-TAO,,24.9452576,121.1370864,#185石門大圳過嶺60B,2024-12-22 08:22,21
L8182787,TW,TW-TAO,,24.947088,121.1437226,#187,2024-12-22 08:08,17
L8182790,TW,TW-TAO,,24.9456604,121.1467709,#190,2019-02-18 09:38,12
L8182794,TW,TW-TAO,,24.9447643,121.1464408,#191,2024-12-22 12:33,18
L8139519,TW,TW-TAO,,25.1193255,121.2525092,#1蘆竹重要濕地,2025-05-03 14:11,84
L8139561,TW,TW-TAO,,24.9395007,121.0529793,#213光復圳4-3,2024-12-16 15:10,29
L8139560,TW,TW-TAO,,24.941576,121.0591405,#214光復圳4-2,2024-12-16 14:56,32
L8139564,TW,TW-TAO,,24.9385883,121.05842,#215光復圳4-1,2024-12-16 14:44,19
L8182711,TW,TW-TAO,,24.9429322,121.0681547,#216光復圳3-2,2024-12-16 14:15,26
L8139567,TW,TW-TAO,,24.9270366,121.0639194,#219石門大圳繞嶺38,2024-12-10 13:14,14
L8139570,TW,TW-TAO,,24.924281,121.0633461,#220石門大圳繞嶺36,2024-12-10 13:02,18
L8139571,TW,TW-TAO,,24.9261583,121.0701143,#221石門大圳繞嶺35,2024-12-10 13:39,16
L8182738,TW,TW-TAO,,24.9349544,121.0948179,#226石門大圳繞嶺28B,2024-12-16 09:46,18
L8182740,TW,TW-TAO,,24.9358637,121.0959761,#227石門大圳繞嶺28B,2024-12-16 09:48,18
L8182734,TW,TW-TAO,,24.9327842,121.0953164,#228石門大圳繞嶺28A,2024-12-16 10:00,15
L8182744,TW,TW-TAO,,24.9384964,121.0990553,#229石門大圳繞嶺19B,2024-12-16 09:33,28
L8139538,TW,TW-TAO,,25.0206139,121.037754,#23-28觀音重要濕地,2022-04-30 14:39,17
L8182750,TW,TW-TAO,,24.9419891,121.1061407,#231石門大圳繞嶺20B,2024-12-16 09:07,35
L8182753,TW,TW-TAO,,24.9377226,121.1066552,#232石門大圳繞嶺20A,2024-12-16 08:56,11
L8182757,TW,TW-TAO,,24.9301759,121.1202999,#234石門大圳繞嶺6A,2024-12-30 11:41,19
L8182760,TW,TW-TAO,,24.9290778,121.1203749,#235石門大圳繞嶺6B,2024-12-30 11:29,15
L8182780,TW,TW-TAO,,24.9417941,121.1375289,#236石門大圳環頂31B,2024-12-22 08:39,18
L8182797,TW,TW-TAO,,24.9433472,121.1449304,#238,2019-01-24 16:49,5
L8182799,TW,TW-TAO,,24.9396938,121.1486381,#243,2024-12-22 12:48,21
L8182801,TW,TW-TAO,,24.9432648,121.1550087,#244,2024-12-22 07:36,19
L8182805,TW,TW-TAO,,24.9433769,121.1574161,#245,2019-01-24 15:23,5
L8182849,TW,TW-TAO,,24.9237876,121.1503517,#250,2024-12-30 08:19,13
L8182855,TW,TW-TAO,,24.9269958,121.1528962,#250,2024-12-30 08:05,11
L8182842,TW,TW-TAO,,24.9431755,121.1665853,#251,2024-12-22 14:21,14
L8182826,TW,TW-TAO,,24.9376662,121.1645358,#252,2024-12-22 07:10,17
L8182830,TW,TW-TAO,,24.9341772,121.162069,#253,2024-12-22 13:51,11
L8182859,TW,TW-TAO,,24.9281205,121.1597101,#254,2024-12-30 07:16,14
L8182837,TW,TW-TAO,,24.9427233,121.1725383,#255,2021-02-07 15:52,32
L8182846,TW,TW-TAO,,24.934039,121.1770821,#258高榮731,2024-10-12 16:31,41
L8182700,TW,TW-TAO,,24.9142092,121.0623782,#264石門大圳繞嶺51,2024-12-10 11:20,24
L8182693,TW,TW-TAO,,24.9175322,121.0658043,#265石門大圳繞嶺50,2023-03-24 09:39,28
L8182697,TW,TW-TAO,,24.9163795,121.0662094,#266石門大圳繞嶺50,2024-12-10 11:09,17
L8182685,TW,TW-TAO,,24.9131515,121.068845,#267石門大圳繞嶺49A興滿魚池,2024-12-10 11:50,21
L8182689,TW,TW-TAO,,24.9104179,121.0688018,#268石門大圳繞嶺48,2024-12-10 11:37,23
L8182672,TW,TW-TAO,,24.9179027,121.0714731,#269石門大圳繞嶺47,2019-02-26 12:37,21
L8182677,TW,TW-TAO,,24.9165019,121.0717763,#270石門大圳繞嶺47,2024-12-10 10:57,22
L8182663,TW,TW-TAO,,24.9162313,121.0774231,#271石門大圳繞嶺45B,2024-12-10 10:44,30
L8182659,TW,TW-TAO,,24.9128347,121.0812748,#272石門大圳繞嶺45A,2024-12-10 09:54,21
L8182656,TW,TW-TAO,,24.9106801,121.0834118,#274石門大圳繞嶺46,2025-03-23 09:53,20
L8182652,TW,TW-TAO,,24.9141332,121.086224,#275石門大圳繞嶺44,2024-12-10 10:19,31
L8182765,TW,TW-TAO,,24.9232697,121.0939695,#276石門大圳繞嶺24,2024-12-16 10:16,44
L8182769,TW,TW-TAO,,24.9205749,121.09294,#277石門大圳繞嶺25A,2024-12-16 10:16,18
L8182650,TW,TW-TAO,,24.9150152,121.0949516,#280石門大圳繞嶺42B,2024-12-29 11:43,23
L8182647,TW,TW-TAO,,24.9165956,121.0960732,#281石門大圳繞嶺23B,2024-12-29 11:25,10
L8182645,TW,TW-TAO,,24.9166518,121.1017202,#283石門大圳繞嶺23A,2025-04-18 12:15,25
L8182643,TW,TW-TAO,,24.9174887,121.1031135,#284石門大圳繞嶺22,2024-12-29 10:51,20
L8182640,TW,TW-TAO,,24.9189667,121.103292,#285石門大圳繞嶺22,2019-02-25 13:01,12
L8182626,TW,TW-TAO,,24.9198749,121.1047217,#286石門大圳繞嶺16,2024-12-29 10:32,17
L8182634,TW,TW-TAO,,24.9178558,121.1058079,#287石門大圳繞嶺15上,2024-12-29 10:05,17
L8182635,TW,TW-TAO,,24.9172294,121.106777,#288石門大圳繞嶺15下,2024-12-29 10:16,16
L8182608,TW,TW-TAO,,24.9215099,121.1215188,#289石門大圳繞嶺11B,2024-12-29 08:23,9
L8182575,TW,TW-TAO,,24.9047467,121.1019134,#290石門大圳繞嶺41,2024-12-25 12:20,22
L8182582,TW,TW-TAO,,24.9071828,121.1062885,#291石門大圳繞嶺39,2024-12-29 14:46,16
L8182587,TW,TW-TAO,,24.9096459,121.1085942,#292石門大圳繞嶺13,2024-12-29 14:30,44
L8182590,TW,TW-TAO,,24.9119075,121.1179277,#293石門大圳繞嶺12,2024-12-29 13:48,9
L8182598,TW,TW-TAO,,24.9169978,121.1217205,#294石門大圳繞嶺10A,2024-12-29 09:09,26
L8182594,TW,TW-TAO,,24.9146316,121.1221704,#295石門大圳繞嶺9A田園魚池,2024-12-29 09:26,18
L8182597,TW,TW-TAO,,24.9146766,121.1227488,#296石門大圳繞嶺9A,2019-01-31 14:34,5
L8182602,TW,TW-TAO,,24.9178928,121.1370317,#297石門大圳繞嶺3,2025-02-20 18:15,16
L8139539,TW,TW-TAO,,25.0194189,121.0368675,#29觀音重要濕地
L8139518,TW,TW-TAO,,25.1005259,121.219865,#2大園重要濕地,2025-05-02 10:09,100
L8182560,TW,TW-TAO,,24.9006612,121.0889452,#307石門大圳繞嶺57,2024-12-25 11:16,16
L8182564,TW,TW-TAO,,24.9031428,121.093154,#308石門大圳繞嶺59,2024-12-25 11:48,20
L8182569,TW,TW-TAO,,24.9010677,121.0961157,#309 石門大圳繞嶺55,2024-12-25 12:02,17
L8139543,TW,TW-TAO,,25.0185321,121.0348728,#31-33觀音重要濕地,2024-03-10 16:40,25
L8182572,TW,TW-TAO,,24.9024333,121.1037261,#310石門大圳繞嶺40,2024-12-25 12:36,35
L8139546,TW,TW-TAO,,25.013321,121.0329715,#34新屋重要濕地,2025-04-20 08:32,21
L8139520,TW,TW-TAO,,25.1031166,121.2106907,#4大園重要濕地,2025-04-13 12:42,45
L8139527,TW,TW-TAO,,25.098103,121.2084887,#5大園重要濕地,2023-09-09 14:48,45
L8139548,TW,TW-TAO,,24.9982101,121.0219053,#61新屋重要濕地,2023-03-17 13:50,30
L8139522,TW,TW-TAO,,25.1016597,121.2060934,#6大園重要濕地,2018-12-17 15:02,6
L8139526,TW,TW-TAO,,25.1008121,121.2051908,#7大園重要濕地,2024-10-26 10:51,5
L6845884,TW,TW-ILA,,25.729724,123.5416782,北小島(Kitakojima (Beixiao Island))
L3341358,TW,TW-KEE,,25.5201255,122.0123733,北方三島海域(Three Northern Islets Sea Area),2024-09-12 12:30,110
L6481954,TW,TW-TNN,,23.2632295,120.1130426,北門IBA--井仔腳鹽田與周圍魚塭(Beimen IBA--Jingzaijiao Salt Pan & Fish Pond),2025-01-03 15:50,69
L6845888,TW,TW-ILA,,25.7230742,123.5503685,南小島(Minamikojima (Nanxiao Island))
L10487727,TW,TW-NAN,,23.7558659,121.0642533,南投--丹大林道(三分所)(Nantou--Danda Forest-Road (Sanfensuo)),2021-02-19 07:58,16
L10487735,TW,TW-NAN,,23.755425,121.1022582,南投--丹大林道(三分所-六分所)(Nantou--Danda Forest-Road (between Sanfensuo & Liufensuo)),2021-01-14 12:29,48
L10487703,TW,TW-NAN,,23.7786292,121.0451495,南投--丹大林道(二分所管制站)(Nantou--Danda Forest-Road (Erfensuo Checkpoint)),2021-12-30 12:42,14
L10487725,TW,TW-NAN,,23.7637588,121.0526319,南投--丹大林道(二分所管制站-三分所)(Nantou--Danda Forest-Road (between Erfensuo Checkpoint & Sanfensuo)),2021-12-30 11:33,13
L10487804,TW,TW-NAN,,23.7505965,121.1452816,南投--丹大林道(六分所)(Nantou--Danda Forest-Road (Liufensuo)),2023-04-13 09:45,7
L10487756,TW,TW-NAN,,23.7626541,121.1643595,南投--丹大林道(六分所-海天寺)(Nantou--Danda Forest-Road (between Liufensuo & Haitian Temple)),2020-04-04 14:30,31
L10487699,TW,TW-NAN,,23.7835709,121.0303533,南投--丹大林道(孫海橋-二分所管制站)(Nantou--Danda Forest-Road (between Sunhai Bridge & Erfensuo Checkpoint)),2022-08-12 11:49,40
L10487778,TW,TW-NAN,,23.7664439,121.205192,南投--丹大林道(海天寺-七彩湖)(Nantou--Danda Forest-Road (between Haitian Temple & Qicai Lake)),2022-04-17 00:00,36
L10487813,TW,TW-NAN,,23.7867812,121.1772598,南投--丹大林道(海天寺-丹野農場)(Nantou--Danda Forest-Road (between Haitian Temple & Danye Farm)),2023-02-09 07:19,12
L5572797,TW,TW-NAN,,23.9986944,120.7849824,南投--九九峰自然保留區(Nantou--Mt. Jiujiu Nature Reserve),2024-10-28 13:57,73
